,E,murho,muenrho,element,elnum
43,0.4,0.1629,0.08869,Ho,67
44,0.5,0.1205,0.06145,Ho,67
45,0.6,0.098,0.04811,Ho,67
46,0.8,0.07477,0.03571,Ho,67
47,1.0,0.06257,0.02997,Ho,67
48,1.25,0.05351,0.02593,Ho,67
49,1.5,0.04828,0.02369,Ho,67
50,2.0,0.04289,0.02175,Ho,67
51,3.0,0.0393,0.02161,Ho,67
52,4.0,0.03877,0.02279,Ho,67
53,5.0,0.03927,0.02417,Ho,67
54,6.0,0.0402,0.02549,Ho,67
55,8.0,0.04253,0.02777,Ho,67
56,10.0,0.04504,0.02958,Ho,67
57,15.0,0.05088,0.03245,Ho,67
58,20.0,0.05551,0.03363,Ho,67
0,0.001,2748.0,2737.0,Er,68
1,0.00118714,1978.0,1967.0,Er,68
2,0.0014093,1408.0,1397.0,Er,68
3,0.0014093,2069.0,2051.0,Er,68
4,0.00143113,3170.0,3138.0,Er,68
5,0.0014533,4339.0,4293.0,Er,68
6,0.0014533,4952.0,4898.0,Er,68
7,0.0015,6069.0,6003.0,Er,68
8,0.0018118,3841.0,3802.0,Er,68
9,0.0018118,4452.0,4406.0,Er,68
10,0.002,3523.0,3488.0,Er,68
11,0.0020058,3499.0,3464.0,Er,68
12,0.0020058,3717.0,3680.0,Er,68
13,0.00210376,3337.0,3304.0,Er,68
14,0.0022065,2995.0,2965.0,Er,68
15,0.0022065,3127.0,3096.0,Er,68
16,0.003,1526.0,1510.0,Er,68
17,0.004,758.7,748.0,Er,68
18,0.005,435.9,427.6,Er,68
19,0.006,275.7,268.8,Er,68
20,0.008,133.0,127.8,Er,68
21,0.0083579,119.0,114.0,Er,68
22,0.0083579,312.6,274.1,Er,68
23,0.00879944,279.9,241.2,Er,68
24,0.0092643,239.7,212.1,Er,68
25,0.0092643,327.1,280.6,Er,68
26,0.00950468,308.0,265.0,Er,68
27,0.0097513,288.6,249.1,Er,68
28,0.0097513,333.0,285.8,Er,68
29,0.01,312.9,269.4,Er,68
30,0.015,110.6,98.6,Er,68
31,0.02,52.04,46.83,Er,68
32,0.03,17.8,15.88,Er,68
33,0.04,8.315,7.253,Er,68
34,0.05,4.634,3.922,Er,68
35,0.0574855,3.232,2.664,Er,68
36,0.0574855,15.14,4.442,Er,68
37,0.06,13.62,4.349,Er,68
38,0.08,6.478,3.028,Er,68
39,0.1,3.628,1.995,Er,68
40,0.15,1.285,0.8141,Er,68
41,0.2,0.6415,0.4125,Er,68
42,0.3,0.2724,0.1629,Er,68
43,0.4,0.1672,0.09173,Er,68
44,0.5,0.123,0.06329,Er,68
45,0.6,0.09968,0.04934,Er,68
46,0.8,0.07569,0.03638,Er,68
47,1.0,0.06317,0.0304,Er,68
48,1.25,0.05392,0.0262,Er,68
49,1.5,0.0486,0.02388,Er,68
50,2.0,0.04317,0.0219,Er,68
51,3.0,0.03958,0.02176,Er,68
52,4.0,0.03907,0.02295,Er,68
53,5.0,0.03961,0.02435,Er,68
54,6.0,0.04056,0.02569,Er,68
55,8.0,0.04294,0.02799,Er,68
56,10.0,0.04549,0.02981,Er,68
57,15.0,0.05141,0.03268,Er,68
58,20.0,0.05613,0.03387,Er,68
0,0.001,2899.0,2888.0,Tm,69
1,0.00121149,1995.0,1984.0,Tm,69
2,0.0014677,1362.0,1352.0,Tm,69
3,0.0014677,1919.0,1901.0,Tm,69
4,0.0015,3937.0,3892.0,Tm,69
5,0.0015146,4145.0,4098.0,Tm,69
6,0.0015146,4830.0,4773.0,Tm,69
7,0.00168946,4446.0,4395.0,Tm,69
8,0.0018845,3668.0,3627.0,Tm,69
9,0.0018845,4254.0,4206.0,Tm,69
10,0.002,3686.0,3646.0,Tm,69
11,0.0020898,3326.0,3290.0,Tm,69
12,0.0020898,3534.0,3495.0,Tm,69
13,0.00219562,3160.0,3125.0,Tm,69
14,0.0023068,2821.0,2791.0,Tm,69
15,0.0023068,2945.0,2914.0,Tm,69
16,0.003,1594.0,1576.0,Tm,69
17,0.004,794.6,783.1,Tm,69
18,0.005,456.9,448.2,Tm,69
19,0.006,289.2,282.0,Tm,69
20,0.008,139.7,134.2,Tm,69
21,0.008648,114.6,109.6,Tm,69
22,0.008648,299.1,260.6,Tm,69
23,0.00911959,260.9,228.4,Tm,69
24,0.0096169,227.4,200.1,Tm,69
25,0.0096169,310.1,264.0,Tm,69
26,0.01,283.0,242.0,Tm,69
27,0.0101157,274.5,235.1,Tm,69
28,0.0101157,316.7,269.7,Tm,69
29,0.015,115.7,102.3,Tm,69
30,0.02,54.53,48.82,Tm,69
31,0.03,18.68,16.63,Tm,69
32,0.04,8.735,7.615,Tm,69
33,0.05,4.867,4.124,Tm,69
34,0.0593896,3.122,2.562,Tm,69
35,0.0593896,12.0,4.721,Tm,69
36,0.06,14.09,4.203,Tm,69
37,0.08,6.741,3.044,Tm,69
38,0.1,3.78,2.033,Tm,69
39,0.15,1.34,0.841,Tm,69
40,0.2,0.6682,0.4283,Tm,69
41,0.3,0.2822,0.1695,Tm,69
42,0.4,0.1722,0.09522,Tm,69
43,0.5,0.1261,0.06544,Tm,69
44,0.6,0.1018,0.05081,Tm,69
45,0.8,0.07693,0.03721,Tm,69
46,1.0,0.06404,0.03095,Tm,69
47,1.25,0.05455,0.02658,Tm,69
48,1.5,0.04912,0.02417,Tm,69
49,2.0,0.04362,0.02214,Tm,69
50,3.0,0.04002,0.02199,Tm,69
51,4.0,0.03954,0.02321,Tm,69
52,5.0,0.0401,0.02463,Tm,69
53,6.0,0.04108,0.02598,Tm,69
54,8.0,0.04352,0.02832,Tm,69
55,10.0,0.04612,0.03016,Tm,69
56,15.0,0.05216,0.03305,Tm,69
57,20.0,0.05698,0.03424,Tm,69
0,0.001,3017.0,3006.0,Yb,70
1,0.0015,1350.0,1340.0,Yb,70
2,0.0015278,1300.0,1289.0,Yb,70
3,0.0015278,1965.0,1944.0,Yb,70
4,0.00155186,2949.0,2914.0,Yb,70
5,0.0015763,3908.0,3859.0,Yb,70
6,0.0015763,4540.0,4482.0,Yb,70
7,0.00175313,4200.0,4146.0,Yb,70
8,0.0019498,3495.0,3453.0,Yb,70
9,0.0019498,4054.0,4004.0,Yb,70
10,0.002,3797.0,3751.0,Yb,70
11,0.002173,3128.0,3091.0,Yb,70
12,0.002173,3323.0,3284.0,Yb,70
13,0.00228278,2970.0,2935.0,Yb,70
14,0.0023981,2652.0,2621.0,Yb,70
15,0.0023981,2769.0,2737.0,Yb,70
16,0.003,1640.0,1620.0,Yb,70
17,0.004,819.3,807.2,Yb,70
18,0.005,471.7,462.6,Yb,70
19,0.006,298.8,291.3,Yb,70
20,0.008,144.4,138.9,Yb,70
21,0.0089436,108.8,103.9,Yb,70
22,0.0089436,282.4,244.4,Yb,70
23,0.00944675,251.1,213.4,Yb,70
24,0.0099782,212.8,186.2,Yb,70
25,0.0099782,290.6,245.5,Yb,70
26,0.01,289.3,244.4,Yb,70
27,0.0104864,257.7,218.9,Yb,70
28,0.0104864,297.3,251.2,Yb,70
29,0.015,119.3,104.7,Yb,70
30,0.02,56.28,50.12,Yb,70
31,0.03,19.32,17.16,Yb,70
32,0.04,9.04,7.875,Yb,70
33,0.05,5.038,4.273,Yb,70
34,0.06,3.147,2.584,Yb,70
35,0.0613323,2.975,2.432,Yb,70
36,0.0613323,13.65,3.964,Yb,70
37,0.08,6.909,3.008,Yb,70
38,0.1,3.881,2.038,Yb,70
39,0.15,1.378,0.8554,Yb,70
40,0.2,0.686,0.4381,Yb,70
41,0.3,0.2882,0.1737,Yb,70
42,0.4,0.1749,0.09741,Yb,70
43,0.5,0.1274,0.06671,Yb,70
44,0.6,0.1025,0.05159,Yb,70
45,0.8,0.0771,0.03754,Yb,70
46,1.0,0.06397,0.03107,Yb,70
47,1.25,0.05439,0.02658,Yb,70
48,1.5,0.04895,0.02413,Yb,70
49,2.0,0.04347,0.02208,Yb,70
50,3.0,0.03989,0.02191,Yb,70
51,4.0,0.03944,0.02314,Yb,70
52,5.0,0.04002,0.02457,Yb,70
53,6.0,0.04101,0.02593,Yb,70
54,8.0,0.04347,0.02826,Yb,70
55,10.0,0.04609,0.0301,Yb,70
56,15.0,0.05218,0.03302,Yb,70
57,20.0,0.057,0.03419,Yb,70
0,0.001,3187.0,3175.0,Lu,71
1,0.0015,1424.0,1413.0,Lu,71
2,0.0015885,1264.0,1253.0,Lu,71
3,0.0015885,1597.0,1581.0,Lu,71
4,0.00161375,2302.0,2273.0,Lu,71
5,0.0016394,3442.0,3396.0,Lu,71
6,0.0016394,3935.0,3881.0,Lu,71
7,0.002,3452.0,3406.0,Lu,71
8,0.0020236,3352.0,3307.0,Lu,71
9,0.0020236,3890.0,3838.0,Lu,71
10,0.00214019,3397.0,3352.0,Lu,71
11,0.0022635,2969.0,2931.0,Lu,71
12,0.0022635,3155.0,3115.0,Lu,71
13,0.00237462,2826.0,2790.0,Lu,71
14,0.0024912,2531.0,2499.0,Lu,71
15,0.0024912,2640.0,2607.0,Lu,71
16,0.003,1710.0,1688.0,Lu,71
17,0.004,856.0,843.0,Lu,71
18,0.005,493.4,483.9,Lu,71
19,0.006,312.9,305.1,Lu,71
20,0.008,151.3,145.6,Lu,71
21,0.0092441,104.9,99.94,Lu,71
22,0.0092441,270.3,232.4,Lu,71
23,0.01,221.1,191.6,Lu,71
24,0.0103486,201.9,175.6,Lu,71
25,0.0103486,275.7,231.0,Lu,71
26,0.0106063,267.6,219.0,Lu,71
27,0.0108704,245.0,206.5,Lu,71
28,0.0108704,282.6,236.9,Lu,71
29,0.015,124.7,108.4,Lu,71
30,0.02,58.81,52.06,Lu,71
31,0.03,20.23,17.91,Lu,71
32,0.04,9.472,8.242,Lu,71
33,0.05,5.279,4.48,Lu,71
34,0.06,3.297,2.712,Lu,71
35,0.0633138,2.874,2.339,Lu,71
36,0.0633138,13.05,3.77,Lu,71
37,0.08,7.161,3.0,Lu,71
38,0.1,4.033,2.067,Lu,71
39,0.15,1.433,0.8805,Lu,71
40,0.2,0.713,0.4534,Lu,71
41,0.3,0.2981,0.1803,Lu,71
42,0.4,0.1799,0.1009,Lu,71
43,0.5,0.1305,0.06886,Lu,71
44,0.6,0.1046,0.05306,Lu,71
45,0.8,0.07829,0.03836,Lu,71
46,1.0,0.06478,0.03161,Lu,71
47,1.25,0.05496,0.02695,Lu,71
48,1.5,0.04941,0.02441,Lu,71
49,2.0,0.04385,0.02228,Lu,71
50,3.0,0.04028,0.02212,Lu,71
51,4.0,0.03985,0.02337,Lu,71
52,5.0,0.04045,0.02481,Lu,71
53,6.0,0.04147,0.02618,Lu,71
54,8.0,0.04398,0.02853,Lu,71
55,10.0,0.04664,0.03038,Lu,71
56,15.0,0.05282,0.03329,Lu,71
57,20.0,0.05773,0.03446,Lu,71
0,0.001,3335.0,3324.0,Hf,72
1,0.0015,1489.0,1478.0,Hf,72
2,0.0016617,1203.0,1192.0,Hf,72
3,0.0016617,1505.0,1489.0,Hf,72
4,0.00168883,2189.0,2160.0,Hf,72
5,0.0017164,3273.0,3225.0,Hf,72
6,0.0017164,3682.0,3628.0,Hf,72
7,0.002,3598.0,3546.0,Hf,72
8,0.0021076,3152.0,3108.0,Hf,72
9,0.0021076,3659.0,3607.0,Hf,72
10,0.00223278,3182.0,3137.0,Hf,72
11,0.0023654,2769.0,2731.0,Hf,72
12,0.0023654,2943.0,2903.0,Hf,72
13,0.00248036,2637.0,2601.0,Hf,72
14,0.0026009,2363.0,2331.0,Hf,72
15,0.0026009,2465.0,2432.0,Hf,72
16,0.003,1768.0,1745.0,Hf,72
17,0.004,885.9,872.0,Hf,72
18,0.005,511.3,501.3,Hf,72
19,0.006,324.4,316.4,Hf,72
20,0.008,157.1,151.2,Hf,72
21,0.0095607,99.97,95.1,Hf,72
22,0.0095607,255.7,218.4,Hf,72
23,0.01,230.1,197.5,Hf,72
24,0.0107394,189.4,163.9,Hf,72
25,0.0107394,258.9,215.1,Hf,72
26,0.0110018,252.2,204.2,Hf,72
27,0.0112707,230.6,192.8,Hf,72
28,0.0112707,265.9,221.2,Hf,72
29,0.015,129.0,111.1,Hf,72
30,0.02,60.87,53.53,Hf,72
31,0.03,20.98,18.51,Hf,72
32,0.04,9.828,8.542,Hf,72
33,0.05,5.478,4.651,Hf,72
34,0.06,3.42,2.82,Hf,72
35,0.0653508,2.751,2.228,Hf,72
36,0.0653508,12.37,3.557,Hf,72
37,0.08,7.352,2.958,Hf,72
38,0.1,4.154,2.075,Hf,72
39,0.15,1.477,0.8973,Hf,72
40,0.2,0.7339,0.4645,Hf,72
41,0.3,0.3054,0.1853,Hf,72
42,0.4,0.1834,0.1035,Hf,72
43,0.5,0.1324,0.07044,Hf,72
44,0.6,0.1058,0.05409,Hf,72
45,0.8,0.0788,0.03886,Hf,72
46,1.0,0.06502,0.03188,Hf,72
47,1.25,0.05505,0.02708,Hf,72
48,1.5,0.04944,0.02447,Hf,72
49,2.0,0.04387,0.0223,Hf,72
50,3.0,0.0403,0.02212,Hf,72
51,4.0,0.03989,0.02338,Hf,72
52,5.0,0.04052,0.02483,Hf,72
53,6.0,0.04155,0.0262,Hf,72
54,8.0,0.04409,0.02855,Hf,72
55,10.0,0.04677,0.0304,Hf,72
56,15.0,0.05301,0.0333,Hf,72
57,20.0,0.05796,0.03445,Hf,72
0,0.001,3510.0,3498.0,Ta,73
1,0.0015,1566.0,1555.0,Ta,73
2,0.0017351,1154.0,1144.0,Ta,73
3,0.0017351,1417.0,1401.0,Ta,73
4,0.00176391,2053.0,2024.0,Ta,73
5,0.0017932,3082.0,3034.0,Ta,73
6,0.0017932,3421.0,3367.0,Ta,73
7,0.002,3771.0,3711.0,Ta,73
8,0.002194,2985.0,2939.0,Ta,73
9,0.002194,3464.0,3411.0,Ta,73
10,0.0023273,3003.0,2957.0,Ta,73
11,0.0024687,2604.0,2566.0,Ta,73
12,0.0024687,2768.0,2727.0,Ta,73
13,0.00258558,2486.0,2449.0,Ta,73
14,0.002708,2233.0,2201.0,Ta,73
15,0.002708,2329.0,2296.0,Ta,73
16,0.003,1838.0,1812.0,Ta,73
17,0.004,922.2,907.3,Ta,73
18,0.005,532.8,522.3,Ta,73
19,0.006,338.2,329.9,Ta,73
20,0.008,163.9,157.9,Ta,73
21,0.0098811,95.99,91.17,Ta,73
22,0.0098811,244.3,207.3,Ta,73
23,0.01,237.9,202.1,Ta,73
24,0.0111361,179.1,154.0,Ta,73
25,0.0111361,244.9,201.8,Ta,73
26,0.0114055,239.3,191.7,Ta,73
27,0.0116815,218.2,181.1,Ta,73
28,0.0116815,251.8,207.7,Ta,73
29,0.015,134.0,114.3,Ta,73
30,0.02,63.34,55.32,Ta,73
31,0.03,21.87,19.23,Ta,73
32,0.04,10.25,8.899,Ta,73
33,0.05,5.717,4.854,Ta,73
34,0.06,3.569,2.947,Ta,73
35,0.0674164,2.652,2.139,Ta,73
36,0.0674164,11.8,3.379,Ta,73
37,0.08,7.587,2.924,Ta,73
38,0.1,4.302,2.092,Ta,73
39,0.15,1.531,0.9188,Ta,73
40,0.2,0.7598,0.4784,Ta,73
41,0.3,0.3149,0.1915,Ta,73
42,0.4,0.1881,0.1069,Ta,73
43,0.5,0.1352,0.07248,Ta,73
44,0.6,0.1076,0.05545,Ta,73
45,0.8,0.07981,0.0396,Ta,73
46,1.0,0.06567,0.03235,Ta,73
47,1.25,0.05545,0.02736,Ta,73
48,1.5,0.04977,0.02468,Ta,73
49,2.0,0.04413,0.02245,Ta,73
50,3.0,0.04057,0.02227,Ta,73
51,4.0,0.04018,0.02354,Ta,73
52,5.0,0.04082,0.02499,Ta,73
53,6.0,0.04188,0.02638,Ta,73
54,8.0,0.04446,0.02874,Ta,73
55,10.0,0.04717,0.03058,Ta,73
56,15.0,0.0535,0.03349,Ta,73
57,20.0,0.05852,0.03464,Ta,73
0,0.001,3683.0,3671.0,W,74
1,0.0015,1643.0,1632.0,W,74
2,0.0018092,1108.0,1097.0,W,74
3,0.0018092,1327.0,1311.0,W,74
4,0.00184014,1911.0,1883.0,W,74
5,0.0018716,2901.0,2853.0,W,74
6,0.0018716,3170.0,3116.0,W,74
7,0.002,3922.0,3853.0,W,74
8,0.002281,2828.0,2781.0,W,74
9,0.002281,3279.0,3226.0,W,74
10,0.0024235,2833.0,2786.0,W,74
11,0.0025749,2445.0,2407.0,W,74
12,0.0025749,2599.0,2558.0,W,74
13,0.00269447,2339.0,2301.0,W,74
14,0.0028196,2104.0,2071.0,W,74
15,0.0028196,2194.0,2160.0,W,74
16,0.003,1902.0,1873.0,W,74
17,0.004,956.4,940.5,W,74
18,0.005,553.4,542.3,W,74
19,0.006,351.4,342.8,W,74
20,0.008,170.5,164.3,W,74
21,0.01,96.91,92.04,W,74
22,0.0102068,92.01,87.24,W,74
23,0.0102068,233.4,196.6,W,74
24,0.0108548,198.3,168.4,W,74
25,0.011544,168.9,144.4,W,74
26,0.011544,231.2,188.9,W,74
27,0.0118186,226.8,179.7,W,74
28,0.0120998,206.5,169.9,W,74
29,0.0120998,238.2,194.8,W,74
30,0.015,138.9,117.2,W,74
31,0.02,65.73,56.97,W,74
32,0.03,22.73,19.91,W,74
33,0.04,10.67,9.24,W,74
34,0.05,5.949,5.05,W,74
35,0.06,3.713,3.07,W,74
36,0.069525,2.552,2.049,W,74
37,0.069525,11.23,3.212,W,74
38,0.08,7.81,2.879,W,74
39,0.1,4.438,2.1,W,74
40,0.15,1.581,0.9378,W,74
41,0.2,0.7844,0.4913,W,74
42,0.3,0.3238,0.1973,W,74
43,0.4,0.1925,0.11,W,74
44,0.5,0.1378,0.0744,W,74
45,0.6,0.1093,0.05673,W,74
46,0.8,0.08066,0.04028,W,74
47,1.0,0.06618,0.03276,W,74
48,1.25,0.05577,0.02761,W,74
49,1.5,0.05,0.02484,W,74
50,2.0,0.04433,0.02256,W,74
51,3.0,0.04075,0.02236,W,74
52,4.0,0.04038,0.02363,W,74
53,5.0,0.04103,0.0251,W,74
54,6.0,0.0421,0.02649,W,74
55,8.0,0.04472,0.02886,W,74
56,10.0,0.04747,0.03072,W,74
57,15.0,0.05384,0.0336,W,74
58,20.0,0.05893,0.03475,W,74
0,0.001,3872.0,3860.0,Re,75
1,0.0015,1729.0,1717.0,Re,75
2,0.0018224,1147.0,1135.0,Re,75
3,0.0018224,1152.0,1141.0,Re,75
4,0.00188459,1251.0,1235.0,Re,75
5,0.0019489,2689.0,2642.0,Re,75
6,0.0019489,3802.0,3730.0,Re,75
7,0.002,3773.0,3702.0,Re,75
8,0.0023673,2696.0,2648.0,Re,75
9,0.0023673,3124.0,3069.0,Re,75
10,0.00251955,2686.0,2639.0,Re,75
11,0.0026816,2309.0,2270.0,Re,75
12,0.0026816,2454.0,2412.0,Re,75
13,0.00280386,2210.0,2174.0,Re,75
14,0.0029317,1992.0,1959.0,Re,75
15,0.0029317,2078.0,2043.0,Re,75
16,0.003,1972.0,1939.0,Re,75
17,0.004,994.3,977.1,Re,75
18,0.005,575.9,564.2,Re,75
19,0.006,366.0,356.9,Re,75
20,0.008,177.8,171.4,Re,75
21,0.01,101.1,96.1,Re,75
22,0.0105353,88.58,83.86,Re,75
23,0.0105353,223.4,186.9,Re,75
24,0.0112245,196.4,159.4,Re,75
25,0.0119587,160.0,136.0,Re,75
26,0.0119587,219.1,177.6,Re,75
27,0.0122394,207.9,169.0,Re,75
28,0.0125267,196.1,160.0,Re,75
29,0.0125267,226.2,183.4,Re,75
30,0.015,144.0,120.1,Re,75
31,0.02,68.35,58.76,Re,75
32,0.03,23.67,20.64,Re,75
33,0.04,11.12,9.614,Re,75
34,0.05,6.206,5.265,Re,75
35,0.06,3.872,3.205,Re,75
36,0.0716764,2.464,1.97,Re,75
37,0.0716764,10.73,3.058,Re,75
38,0.08,8.069,2.832,Re,75
39,0.1,4.587,2.107,Re,75
40,0.15,1.637,0.958,Re,75
41,0.2,0.8119,0.5054,Re,75
42,0.3,0.3339,0.2038,Re,75
43,0.4,0.1976,0.1135,Re,75
44,0.5,0.1409,0.07658,Re,75
45,0.6,0.1114,0.05822,Re,75
46,0.8,0.08179,0.04109,Re,75
47,1.0,0.06688,0.03327,Re,75
48,1.25,0.05627,0.02794,Re,75
49,1.5,0.05038,0.02508,Re,75
50,2.0,0.04463,0.02273,Re,75
51,3.0,0.04105,0.02251,Re,75
52,4.0,0.04068,0.0238,Re,75
53,5.0,0.04137,0.02527,Re,75
54,6.0,0.04246,0.02667,Re,75
55,8.0,0.04511,0.02906,Re,75
56,10.0,0.0479,0.03092,Re,75
57,15.0,0.05437,0.03382,Re,75
58,20.0,0.05953,0.03496,Re,75
0,0.001,4032.0,4019.0,Os,76
1,0.0015,1801.0,1790.0,Os,76
2,0.0019601,1023.0,1012.0,Os,76
3,0.0019601,2003.0,1969.0,Os,76
4,0.002,2218.0,2179.0,Os,76
5,0.0020308,2622.0,2573.0,Os,76
6,0.0020308,2864.0,2810.0,Os,76
7,0.00223385,2852.0,2797.0,Os,76
8,0.0024572,2546.0,2498.0,Os,76
9,0.0024572,2948.0,2893.0,Os,76
10,0.00261935,2524.0,2478.0,Os,76
11,0.0027922,2161.0,2123.0,Os,76
12,0.0027922,2296.0,2255.0,Os,76
13,0.003,1938.0,1904.0,Os,76
14,0.0030485,1869.0,1836.0,Os,76
15,0.0030485,1949.0,1915.0,Os,76
16,0.004,1023.0,1004.0,Os,76
17,0.005,593.6,581.3,Os,76
18,0.006,377.6,368.2,Os,76
19,0.008,183.6,177.0,Os,76
20,0.01,104.5,99.4,Os,76
21,0.0108709,84.58,79.94,Os,76
22,0.0108709,212.1,176.2,Os,76
23,0.0116033,186.0,149.5,Os,76
24,0.012385,150.3,127.1,Os,76
25,0.012385,206.0,165.4,Os,76
26,0.0126731,195.6,157.6,Os,76
27,0.012968,184.6,149.4,Os,76
28,0.012968,212.9,171.1,Os,76
29,0.015,147.8,121.8,Os,76
30,0.02,70.39,59.99,Os,76
31,0.03,24.43,21.2,Os,76
32,0.04,11.49,9.907,Os,76
33,0.05,6.414,5.437,Os,76
34,0.06,4.002,3.314,Os,76
35,0.0738708,2.36,1.879,Os,76
36,0.0738708,10.16,2.888,Os,76
37,0.08,8.29,2.756,Os,76
38,0.1,4.696,2.092,Os,76
39,0.15,1.68,0.9696,Os,76
40,0.2,0.8327,0.515,Os,76
41,0.3,0.3414,0.2085,Os,76
42,0.4,0.2011,0.1161,Os,76
43,0.5,0.1428,0.07813,Os,76
44,0.6,0.1125,0.05923,Os,76
45,0.8,0.08224,0.04157,Os,76
46,1.0,0.06705,0.03351,Os,76
47,1.25,0.05625,0.02802,Os,76
48,1.5,0.05034,0.02511,Os,76
49,2.0,0.04458,0.02272,Os,76
50,3.0,0.041,0.02248,Os,76
51,4.0,0.04065,0.02376,Os,76
52,5.0,0.04134,0.02523,Os,76
53,6.0,0.04244,0.02663,Os,76
54,8.0,0.04511,0.02901,Os,76
55,10.0,0.04791,0.03086,Os,76
56,15.0,0.05442,0.03375,Os,76
57,20.0,0.05956,0.03486,Os,76
0,0.001,4243.0,4230.0,Ir,77
1,0.0015,1898.0,1886.0,Ir,77
2,0.002,1032.0,1021.0,Ir,77
3,0.0020404,988.2,977.1,Ir,77
4,0.0020404,1066.0,1053.0,Ir,77
5,0.0020779,1492.0,1466.0,Ir,77
6,0.0021161,2478.0,2429.0,Ir,77
7,0.0021161,2608.0,2556.0,Ir,77
8,0.00232326,2621.0,2566.0,Ir,77
9,0.0025507,2424.0,2376.0,Ir,77
10,0.0025507,2800.0,2744.0,Ir,77
11,0.00272382,2393.0,2345.0,Ir,77
12,0.0029087,2041.0,2002.0,Ir,77
13,0.0029087,2166.0,2125.0,Ir,77
14,0.003,2011.0,1973.0,Ir,77
15,0.0031737,1767.0,1734.0,Ir,77
16,0.0031737,1843.0,1809.0,Ir,77
17,0.004,1063.0,1043.0,Ir,77
18,0.005,617.8,604.7,Ir,77
19,0.006,393.5,383.7,Ir,77
20,0.008,191.4,184.6,Ir,77
21,0.01,109.0,103.8,Ir,77
22,0.0112154,81.55,76.95,Ir,77
23,0.0112154,203.8,168.1,Ir,77
24,0.0119928,170.2,141.8,Ir,77
25,0.0128241,142.6,119.9,Ir,77
26,0.0128241,195.9,155.9,Ir,77
27,0.0131179,193.3,148.6,Ir,77
28,0.0134185,175.6,140.9,Ir,77
29,0.0134185,202.5,161.3,Ir,77
30,0.015,153.0,124.4,Ir,77
31,0.02,73.17,61.79,Ir,77
32,0.03,25.46,21.98,Ir,77
33,0.04,11.99,10.3,Ir,77
34,0.05,6.693,5.667,Ir,77
35,0.06,4.176,3.46,Ir,77
36,0.076111,2.284,1.81,Ir,77
37,0.076111,9.728,2.758,Ir,77
38,0.08,8.585,2.694,Ir,77
39,0.1,4.855,2.093,Ir,77
40,0.15,1.74,0.9903,Ir,77
41,0.2,0.8628,0.529,Ir,77
42,0.3,0.3525,0.2155,Ir,77
43,0.4,0.2068,0.1199,Ir,77
44,0.5,0.1463,0.08054,Ir,77
45,0.6,0.1149,0.06088,Ir,77
46,0.8,0.08357,0.0425,Ir,77
47,1.0,0.06794,0.03412,Ir,77
48,1.25,0.05688,0.02843,Ir,77
49,1.5,0.05083,0.02541,Ir,77
50,2.0,0.04501,0.02295,Ir,77
51,3.0,0.04139,0.02269,Ir,77
52,4.0,0.04104,0.02398,Ir,77
53,5.0,0.04174,0.02546,Ir,77
54,6.0,0.04286,0.02687,Ir,77
55,8.0,0.04558,0.02927,Ir,77
56,10.0,0.04844,0.03115,Ir,77
57,15.0,0.05502,0.03405,Ir,77
58,20.0,0.06024,0.03516,Ir,77
0,0.001,4433.0,4421.0,Pt,78
1,0.0015,1986.0,1974.0,Pt,78
2,0.002,1081.0,1069.0,Pt,78
3,0.0021216,950.6,939.3,Pt,78
4,0.0021216,1034.0,1021.0,Pt,78
5,0.00216138,1431.0,1405.0,Pt,78
6,0.0022019,2341.0,2292.0,Pt,78
7,0.0022019,2487.0,2434.0,Pt,78
8,0.00241348,2512.0,2457.0,Pt,78
9,0.0026454,2307.0,2258.0,Pt,78
10,0.0026454,2663.0,2606.0,Pt,78
11,0.003,1965.0,1925.0,Pt,78
12,0.0030265,1923.0,1884.0,Pt,78
13,0.0030265,2041.0,2000.0,Pt,78
14,0.00315838,1844.0,1806.0,Pt,78
15,0.003296,1671.0,1637.0,Pt,78
16,0.003296,1742.0,1707.0,Pt,78
17,0.004,1100.0,1078.0,Pt,78
18,0.005,640.2,626.2,Pt,78
19,0.006,408.3,397.9,Pt,78
20,0.008,198.7,191.7,Pt,78
21,0.01,113.2,107.8,Pt,78
22,0.0115637,78.44,73.88,Pt,78
23,0.0115637,194.6,159.4,Pt,78
24,0.0123887,161.8,133.9,Pt,78
25,0.0132726,134.9,112.7,Pt,78
26,0.0132726,185.3,146.3,Pt,78
27,0.0135729,184.8,139.5,Pt,78
28,0.0138799,166.6,132.5,Pt,78
29,0.0138799,192.1,151.7,Pt,78
30,0.015,157.8,126.5,Pt,78
31,0.02,75.74,63.33,Pt,78
32,0.03,26.41,22.68,Pt,78
33,0.04,12.45,10.67,Pt,78
34,0.05,6.954,5.879,Pt,78
35,0.06,4.339,3.595,Pt,78
36,0.0783948,2.203,1.738,Pt,78
37,0.0783948,9.301,2.627,Pt,78
38,0.08,8.731,2.592,Pt,78
39,0.1,4.993,2.081,Pt,78
40,0.15,1.795,1.006,Pt,78
41,0.2,0.8896,0.5413,Pt,78
42,0.3,0.3625,0.2216,Pt,78
43,0.4,0.2118,0.1233,Pt,78
44,0.5,0.1492,0.08265,Pt,78
45,0.6,0.1168,0.0623,Pt,78
46,0.8,0.08456,0.04325,Pt,78
47,1.0,0.06857,0.03459,Pt,78
48,1.25,0.05727,0.02871,Pt,78
49,1.5,0.05112,0.0256,Pt,78
